Global Volcanism Program - Volcanoes of the World 5.0.2,,,,Downloaded on 26 Feb 2023 at 12:19 AM,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
233020,"Fournaise, Piton de la",14279,Confirmed Eruption,"Brulant, l'Enclos Velain",0,,,1851,,0,,0,,Observations: Reported,,,,,,,,-21.244,55.708
358010,Osorno,12234,Confirmed Eruption,,2,?,,1851,,0,,0,,Observations: Reported,,,,,,,,-41.105,-72.496
376010,Jan Mayen,12969,Confirmed Eruption,"Beerenberg (Kokssletta, NE flank)",,,,1851,30,0,,0,,Observations: Reported,,,,,,,,71.082,-8.155
233020,"Fournaise, Piton de la",14278,Confirmed Eruption,,0,,,1850,,11,,3,,Observations: Reported,,1850,,11,,12,,-21.244,55.708
344070,"Negro, Cerro",10944,Confirmed Eruption,,2,,,1850,,4,,13,,Observations: Reported,,1850,,5,,27,,12.506,-86.702
321050,St. Helens,20551,Confirmed Eruption,North flank,2,?,,1850,,3,,0,,Observations: Reported,,1850,,5,?,0,,46.2,-122.18
341120,"Chichon, El",10609,Confirmed Eruption,,,,?,1850,,0,,0,,Correlation: Anthropology,,,,,,,,17.36,-93.228
274050,Unnamed,16889,Confirmed Eruption,,0,,,1850,,0,,0,,Observations: Reported,,,,,,,,20.33,121.75
343030,Izalco,10783,Confirmed Eruption,,2,,,1850,,0,,0,,Observations: Reported,,,,,,,,13.813,-89.633
352050,Cotopaxi,11557,Confirmed Eruption,,2,,,1850,,0,,0,,Observations: Reported,,,,,,,,-0.677,-78.436
357160,Puntiagudo-Cordon Cenizos,12217,Confirmed Eruption,Cordón Cenizos,,,,1850,,0,,0,,Observations: Reported,,,,,,,,-40.969,-72.264
353060,"Azul, Cerro",11717,Confirmed Eruption,,,,>,1850,,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.92,-91.408
390031,Penguin Island,13164,Confirmed Eruption,Deacon Peak,,,?,1850,,0,,0,,Observations: Reported,,,,,,,,-62.1,-57.93
357120,Villarrica,21006,Confirmed Eruption,,2,?,,1850,,,,,,Sidereal: Varve Count,,,,,,,,-39.42,-71.93
263340,Raung,15918,Confirmed Eruption,,,,,1849,,12,,1,30,Observations: Reported,,,,,,,,-8.119,114.056
263180,Slamet,15734,Confirmed Eruption,,2,,,1849,,12,,1,,Observations: Reported,,,,,,,,-7.242,109.208
268060,Gamalama,16640,Confirmed Eruption,,2,,,1849,,11,,27,,Observations: Reported,,1850,,11,,19,,0.8,127.33
264230,Lewotolok,16331,Confirmed Eruption,,2,,,1849,,10,,6,,Observations: Reported,,,,,,,,-8.274,123.508
353020,Wolf,20898,Confirmed Eruption,Volcano Uncertain: either Wolf or Darwin,0,,,1849,,9,,27,,Observations: Reported,,1849,,9,,27,,0.02,-91.35
263250,Merapi,15876,Confirmed Eruption,,3,,,1849,,9,,14,,Observations: Reported,,1849,,9,,24,,-7.54,110.446
263320,Lamongan,16077,Confirmed Eruption,Summit and north flank,2,,,1849,,6,,0,,Observations: Reported,,1849,,9,,0,,-7.981,113.341
332020,Mauna Loa,10190,Confirmed Eruption,Mokuaweoweo,0,,,1849,,5,,0,,Observations: Reported,,,,,,,,19.475,-155.608
263250,Merapi,15875,Confirmed Eruption,,2,,,1849,,4,,26,,Observations: Reported,,1849,,4,,26,,-7.54,110.446
264010,Batur,16182,Confirmed Eruption,,2,,,1849,,0,,0,,Observations: Reported,,,,,,,,-8.242,115.375
233020,"Fournaise, Piton de la",14277,Confirmed Eruption,,0,,,1849,,0,,0,,Observations: Reported,,,,,,,,-21.244,55.708
345020,Rincon de la Vieja,11088,Confirmed Eruption,Volcano Uncertain: more likely Rincón de la Vieja than Orosí,2,,,1849,,0,,0,,,,,,,,,,10.83,-85.324
344090,Momotombo,10992,Confirmed Eruption,,2,,,1849,,0,,0,,Observations: Reported,,,,,,,,12.423,-86.539
263300,Semeru,15973,Confirmed Eruption,,2,,,1848,,8,,4,,Observations: Reported,,,,,,,,-8.108,112.922
263280,Kelud,15946,Confirmed Eruption,,3,,,1848,,5,,16,,Observations: Reported,,1848,,5,,17,,-7.935,112.314
263060,Gede-Pangrango,15649,Confirmed Eruption,,2,,,1848,,5,,8,,Observations: Reported,,,,,,,,-6.786,106.983
321050,St. Helens,20549,Confirmed Eruption,,2,?,,1848,,4,<,1,,Observations: Reported,,,,,,,,46.2,-122.18
311320,Akutan,20002,Confirmed Eruption,,2,,,1848,,3,,5,4,Observations: Reported,,,,,,,,54.134,-165.986
263300,Semeru,15972,Confirmed Eruption,,2,,,1848,,2,,0,,Observations: Reported,,,,,,,,-8.108,112.922
233020,"Fournaise, Piton de la",14276,Confirmed Eruption,,0,,,1848,,0,,0,,Observations: Reported,,,,,,,,-21.244,55.708
355100,Lascar,11847,Confirmed Eruption,Lascar or Agua Calientes,2,,,1848,,0,,0,,Observations: Reported,,,,,,,,-23.37,-67.73
263200,Dieng Volcanic Complex,15775,Confirmed Eruption,Pakuwaja,2,,,1847,,12,,4,,Observations: Reported,,,,,,,,-7.2,109.879
351060,Purace,11320,Confirmed Eruption,,3,?,,1847,,10,,27,,Observations: Reported,,1852,,0,,0,,2.32,-76.4
263060,Gede-Pangrango,15648,Confirmed Eruption,,2,,,1847,,10,,17,,Observations: Reported,,1847,,10,,18,,-6.786,106.983
263130,Guntur,15712,Confirmed Eruption,,2,,,1847,,10,,16,,Observations: Reported,,1847,,10,,28,,-7.143,107.841
263320,Lamongan,16076,Confirmed Eruption,,2,,,1847,,9,,25,,Observations: Reported,,,,,,,,-7.981,113.341
